Time, A_B_binding,
0.0,0,
0.001000000000002041,217,
0.002000009999996102,255,
0.0030000099999901633,298,
0.0040000099999842244,297,
0.005000009999978286,315,
0.006000009999972347,296,
0.007000009999966408,296,
0.00800000999996047,276,
0.00900000999995453,304,
0.010000009999948592,277,
0.011000009999942653,294,
0.012000009999936714,301,
0.013000009999930775,321,
0.014000009999924836,295,
0.015000009999918898,296,
0.016000009999978013,290,
0.017000000000145545,269,
0.018000000000313078,298,
0.01900000000048061,302,
0.020000000000648145,292,
0.02100000000081568,289,
0.022000000000983212,316,
0.023000000001150746,310,
0.02400000000131828,308,
0.025000000001485813,306,
0.026000000001653346,272,
0.02700000000182088,300,
0.028000000001988413,280,
0.029000000002155947,280,
0.03000000000232348,301,
0.031000000002491014,303,
0.03200000000265855,301,
0.03300000000282608,287,
0.034000000002993615,290,
0.03500000000316115,288,
0.03600000000332868,294,
0.037000000003496215,311,
0.03800000000366375,318,
0.03900000000383128,302,
0.040000000003998816,309,
