Time, A_B_binding,
0.0,0,
0.001000000000002041,231,
0.002000009999996102,289,
0.0030000099999901633,301,
0.0040000099999842244,283,
0.005000009999978286,282,
0.006000009999972347,290,
0.007000009999966408,317,
0.00800000999996047,267,
0.00900000999995453,321,
0.010000009999948592,292,
0.011000009999942653,283,
0.012000009999936714,302,
0.013000009999930775,297,
0.014000009999924836,304,
0.015000009999918898,323,
0.016000009999978013,308,
0.017000000000145545,255,
0.018000000000313078,284,
0.01900000000048061,302,
0.020000000000648145,284,
0.02100000000081568,309,
0.022000000000983212,298,
0.023000000001150746,281,
0.02400000000131828,292,
0.025000000001485813,290,
0.026000000001653346,299,
0.02700000000182088,288,
0.028000000001988413,257,
0.029000000002155947,295,
0.03000000000232348,305,
0.031000000002491014,289,
0.03200000000265855,296,
0.03300000000282608,291,
0.034000000002993615,298,
0.03500000000316115,290,
0.03600000000332868,303,
0.037000000003496215,297,
0.03800000000366375,284,
0.03900000000383128,300,
0.040000000003998816,264,
