TotalTime	0.04
dtimage	0.005
xsize	50.0
ysize	50.0
z_outside	10.0
z_inside	100.0

SCENE
SceneNumber	0	CurrentTime	0.0
ID	100000010	1.0	MAGENTA	-11.356272	2.001016	34.251759
ID	100000003	1.0	ORANGE	-11.356272	2.001016	13.251759
ID	100000001	1.0	MAGENTA	-11.356272	2.001016	7.251759
ID	100000007	1.0	MAGENTA	-11.356272	2.001016	25.251759
ID	100000005	1.0	ORANGE	-11.356272	2.001016	19.251759
ID	100000011	1.0	ORANGE	-11.356272	2.001016	37.251759
ID	100000008	1.0	ORANGE	-11.356272	2.001016	28.251759
ID	100000012	1.0	ORANGE	-11.356272	2.001016	40.251759
ID	100000006	1.0	ORANGE	-11.356272	2.001016	22.251759
ID	100000013	1.0	MAGENTA	-11.356272	2.001016	43.251759
ID	100000009	1.0	ORANGE	-11.356272	2.001016	31.251759
ID	100000014	1.0	ORANGE	-11.356272	2.001016	46.251759
ID	100000002	1.0	ORANGE	-11.356272	2.001016	10.251759
ID	100000000	1.0	ORANGE	-11.356272	2.001016	4.251759
ID	100000004	1.0	MAGENTA	-11.356272	2.001016	16.251759
ID	100010013	1.0	MAGENTA	-46.838504	-33.391103	85.367835
ID	100010004	1.0	MAGENTA	-46.838504	-33.391103	58.367835
ID	100010009	1.0	ORANGE	-46.838504	-33.391103	73.367835
ID	100010002	1.0	ORANGE	-46.838504	-33.391103	52.367835
ID	100010008	1.0	ORANGE	-46.838504	-33.391103	70.367835
ID	100010003	1.0	ORANGE	-46.838504	-33.391103	55.367835
ID	100010011	1.0	ORANGE	-46.838504	-33.391103	79.367835
ID	100010005	1.0	ORANGE	-46.838504	-33.391103	61.367835
ID	100010014	1.0	ORANGE	-46.838504	-33.391103	88.367835
ID	100010012	1.0	ORANGE	-46.838504	-33.391103	82.367835
ID	100010006	1.0	ORANGE	-46.838504	-33.391103	64.367835
ID	100010007	1.0	MAGENTA	-46.838504	-33.391103	67.367835
ID	100010000	1.0	ORANGE	-46.838504	-33.391103	46.367835
ID	100010001	1.0	MAGENTA	-46.838504	-33.391103	49.367835
ID	100010010	1.0	MAGENTA	-46.838504	-33.391103	76.367835
ID	100020007	1.0	MAGENTA	-7.800031	35.286093	60.183694
ID	100020011	1.0	ORANGE	-7.800031	35.286093	72.183694
ID	100020012	1.0	ORANGE	-7.800031	35.286093	75.183694
ID	100020013	1.0	MAGENTA	-7.800031	35.286093	78.183694
ID	100020003	1.0	ORANGE	-7.800031	35.286093	48.183694
ID	100020006	1.0	ORANGE	-7.800031	35.286093	57.183694
ID	100020010	1.0	MAGENTA	-7.800031	35.286093	69.183694
ID	100020001	1.0	MAGENTA	-7.800031	35.286093	42.183694
ID	100020008	1.0	ORANGE	-7.800031	35.286093	63.183694
ID	100020014	1.0	ORANGE	-7.800031	35.286093	81.183694
ID	100020005	1.0	ORANGE	-7.800031	35.286093	54.183694
ID	100020004	1.0	MAGENTA	-7.800031	35.286093	51.183694
ID	100020009	1.0	ORANGE	-7.800031	35.286093	66.183694
ID	100020002	1.0	ORANGE	-7.800031	35.286093	45.183694
ID	100020000	1.0	ORANGE	-7.800031	35.286093	39.183694
ID	100030014	1.0	ORANGE	-16.840842	-17.829483	66.631634
ID	100030001	1.0	MAGENTA	-16.840842	-17.829483	27.631634
ID	100030003	1.0	ORANGE	-16.840842	-17.829483	33.631634
ID	100030007	1.0	MAGENTA	-16.840842	-17.829483	45.631634
ID	100030010	1.0	MAGENTA	-16.840842	-17.829483	54.631634
ID	100030004	1.0	MAGENTA	-16.840842	-17.829483	36.631634
ID	100030000	1.0	ORANGE	-16.840842	-17.829483	24.631634
ID	100030013	1.0	MAGENTA	-16.840842	-17.829483	63.631634
ID	100030009	1.0	ORANGE	-16.840842	-17.829483	51.631634
ID	100030008	1.0	ORANGE	-16.840842	-17.829483	48.631634
ID	100030002	1.0	ORANGE	-16.840842	-17.829483	30.631634
ID	100030005	1.0	ORANGE	-16.840842	-17.829483	39.631634
ID	100030006	1.0	ORANGE	-16.840842	-17.829483	42.631634
ID	100030011	1.0	ORANGE	-16.840842	-17.829483	57.631634
ID	100030012	1.0	ORANGE	-16.840842	-17.829483	60.631634
ID	100040007	1.0	MAGENTA	-33.733556	-12.567717	64.892748
ID	100040009	1.0	ORANGE	-33.733556	-12.567717	70.892748
ID	100040004	1.0	MAGENTA	-33.733556	-12.567717	55.892748
ID	100040010	1.0	MAGENTA	-33.733556	-12.567717	73.892748
ID	100040012	1.0	ORANGE	-33.733556	-12.567717	79.892748
ID	100040014	1.0	ORANGE	-33.733556	-12.567717	85.892748
ID	100040000	1.0	ORANGE	-33.733556	-12.567717	43.892748
ID	100040011	1.0	ORANGE	-33.733556	-12.567717	76.892748
ID	100040001	1.0	MAGENTA	-33.733556	-12.567717	46.892748
ID	100040003	1.0	ORANGE	-33.733556	-12.567717	52.892748
ID	100040002	1.0	ORANGE	-33.733556	-12.567717	49.892748
ID	100040005	1.0	ORANGE	-33.733556	-12.567717	58.892748
ID	100040006	1.0	ORANGE	-33.733556	-12.567717	61.892748
ID	100040008	1.0	ORANGE	-33.733556	-12.567717	67.892748
ID	100040013	1.0	MAGENTA	-33.733556	-12.567717	82.892748
ID	100050014	1.0	ORANGE	0.771820	5.449413	67.523458
ID	100050006	1.0	ORANGE	0.771820	5.449413	43.523458
ID	100050007	1.0	MAGENTA	0.771820	5.449413	46.523458
ID	100050002	1.0	ORANGE	0.771820	5.449413	31.523458
ID	100050011	1.0	ORANGE	0.771820	5.449413	58.523458
ID	100050008	1.0	ORANGE	0.771820	5.449413	49.523458
ID	100050005	1.0	ORANGE	0.771820	5.449413	40.523458
ID	100050003	1.0	ORANGE	0.771820	5.449413	34.523458
ID	100050000	1.0	ORANGE	0.771820	5.449413	25.523458
ID	100050012	1.0	ORANGE	0.771820	5.449413	61.523458
ID	100050004	1.0	MAGENTA	0.771820	5.449413	37.523458
ID	100050009	1.0	ORANGE	0.771820	5.449413	52.523458
ID	100050001	1.0	MAGENTA	0.771820	5.449413	28.523458
ID	100050013	1.0	MAGENTA	0.771820	5.449413	64.523458
ID	100050010	1.0	MAGENTA	0.771820	5.449413	55.523458
ID	100060007	1.0	MAGENTA	-28.066760	12.473014	59.698149
ID	100060008	1.0	ORANGE	-28.066760	12.473014	62.698149
ID	100060000	1.0	ORANGE	-28.066760	12.473014	38.698149
ID	100060012	1.0	ORANGE	-28.066760	12.473014	74.698149
ID	100060009	1.0	ORANGE	-28.066760	12.473014	65.698149
ID	100060003	1.0	ORANGE	-28.066760	12.473014	47.698149
ID	100060002	1.0	ORANGE	-28.066760	12.473014	44.698149
