Time, A_B_binding,
0.0,0,
0.001000000000002041,213,
0.002000009999996102,259,
0.0030000099999901633,266,
0.0040000099999842244,264,
0.005000009999978286,278,
0.006000009999972347,282,
0.007000009999966408,240,
0.00800000999996047,262,
0.00900000999995453,258,
0.010000009999948592,285,
0.011000009999942653,273,
0.012000009999936714,286,
0.013000009999930775,297,
0.014000009999924836,276,
0.015000009999918898,283,
0.016000009999978013,285,
0.017000000000145545,301,
0.018000000000313078,304,
0.01900000000048061,268,
0.020000000000648145,281,
0.02100000000081568,280,
0.022000000000983212,280,
0.023000000001150746,292,
0.02400000000131828,303,
0.025000000001485813,295,
0.026000000001653346,270,
0.02700000000182088,282,
0.028000000001988413,289,
0.029000000002155947,282,
0.03000000000232348,275,
0.031000000002491014,283,
0.03200000000265855,281,
0.03300000000282608,288,
0.034000000002993615,283,
0.03500000000316115,274,
0.03600000000332868,286,
0.037000000003496215,300,
0.03800000000366375,296,
0.03900000000383128,291,
0.040000000003998816,295,
