Time, TOTAL poly_A : A : State0,FREE poly_A : A : State0,BOUND poly_A : A : State0,TOTAL poly_A : L_a : State0,FREE poly_A : L_a : State0,BOUND poly_A : L_a : State0,TOTAL poly_B : B : State0,FREE poly_B : B : State0,BOUND poly_B : B : State0,TOTAL poly_B : L_b : State0,FREE poly_B : L_b : State0,BOUND poly_B : L_b : State0,
0.0,800,800,0,1600,1600,0,800,800,0,1600,1600,0,
0.001000000000002041,800,396,404,1600,1600,0,800,396,404,1600,1600,0,
0.002000009999996102,800,376,424,1600,1600,0,800,376,424,1600,1600,0,
0.0030000099999901633,800,389,411,1600,1600,0,800,389,411,1600,1600,0,
0.0040000099999842244,800,368,432,1600,1600,0,800,368,432,1600,1600,0,
0.005000009999978286,800,404,396,1600,1600,0,800,404,396,1600,1600,0,
0.006000009999972347,800,381,419,1600,1600,0,800,381,419,1600,1600,0,
0.007000009999966408,800,396,404,1600,1600,0,800,396,404,1600,1600,0,
0.00800000999996047,800,395,405,1600,1600,0,800,395,405,1600,1600,0,
0.00900000999995453,800,372,428,1600,1600,0,800,372,428,1600,1600,0,
0.010000009999948592,800,388,412,1600,1600,0,800,388,412,1600,1600,0,
0.011000009999942653,800,367,433,1600,1600,0,800,367,433,1600,1600,0,
0.012000009999936714,800,369,431,1600,1600,0,800,369,431,1600,1600,0,
0.013000009999930775,800,381,419,1600,1600,0,800,381,419,1600,1600,0,
0.014000009999924836,800,392,408,1600,1600,0,800,392,408,1600,1600,0,
0.015000009999918898,800,375,425,1600,1600,0,800,375,425,1600,1600,0,
0.016000009999978013,800,341,459,1600,1600,0,800,341,459,1600,1600,0,
0.017000000000145545,800,380,420,1600,1600,0,800,380,420,1600,1600,0,
0.018000000000313078,800,392,408,1600,1600,0,800,392,408,1600,1600,0,
0.01900000000048061,800,366,434,1600,1600,0,800,366,434,1600,1600,0,
0.020000000000648145,800,352,448,1600,1600,0,800,352,448,1600,1600,0,
0.02100000000081568,800,388,412,1600,1600,0,800,388,412,1600,1600,0,
0.022000000000983212,800,381,419,1600,1600,0,800,381,419,1600,1600,0,
0.023000000001150746,800,376,424,1600,1600,0,800,376,424,1600,1600,0,
0.02400000000131828,800,375,425,1600,1600,0,800,375,425,1600,1600,0,
0.025000000001485813,800,391,409,1600,1600,0,800,391,409,1600,1600,0,
0.026000000001653346,800,375,425,1600,1600,0,800,375,425,1600,1600,0,
0.02700000000182088,800,368,432,1600,1600,0,800,368,432,1600,1600,0,
0.028000000001988413,800,379,421,1600,1600,0,800,379,421,1600,1600,0,
0.029000000002155947,800,380,420,1600,1600,0,800,380,420,1600,1600,0,
0.03000000000232348,800,369,431,1600,1600,0,800,369,431,1600,1600,0,
0.031000000002491014,800,366,434,1600,1600,0,800,366,434,1600,1600,0,
0.03200000000265855,800,378,422,1600,1600,0,800,378,422,1600,1600,0,
0.03300000000282608,800,392,408,1600,1600,0,800,392,408,1600,1600,0,
0.034000000002993615,800,381,419,1600,1600,0,800,381,419,1600,1600,0,
0.03500000000316115,800,337,463,1600,1600,0,800,337,463,1600,1600,0,
0.03600000000332868,800,383,417,1600,1600,0,800,383,417,1600,1600,0,
0.037000000003496215,800,389,411,1600,1600,0,800,389,411,1600,1600,0,
0.03800000000366375,800,416,384,1600,1600,0,800,416,384,1600,1600,0,
0.03900000000383128,800,369,431,1600,1600,0,800,369,431,1600,1600,0,
0.040000000003998816,800,387,413,1600,1600,0,800,387,413,1600,1600,0,
