Total clusters, 49

Cluster Index, 0
Size, 18
poly_A, 9
poly_B, 9

Cluster Index, 1
Size, 104
poly_A, 52
poly_B, 52

Cluster Index, 2
Size, 10
poly_A, 5
poly_B, 5

Cluster Index, 3
Size, 42
poly_A, 21
poly_B, 21

Cluster Index, 4
Size, 18
poly_A, 9
poly_B, 9

Cluster Index, 5
Size, 31
poly_A, 16
poly_B, 15

Cluster Index, 6
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 9
Size, 7
poly_A, 3
poly_B, 4

Cluster Index, 10
Size, 8
poly_A, 5
poly_B, 3

Cluster Index, 11
Size, 3
poly_A, 1
poly_B, 2

Cluster Index, 12
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 13
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 15
Size, 3
poly_A, 2
poly_B, 1

Cluster Index, 16
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 17
Size, 7
poly_A, 3
poly_B, 4

Cluster Index, 18
Size, 5
poly_A, 3
poly_B, 2

Cluster Index, 19
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 20
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 21
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 22
Size, 3
poly_A, 2
poly_B, 1

Cluster Index, 25
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 26
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 27
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 28
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 30
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 31
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 32
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 33
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 34
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 35
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 36
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 38
Size, 2
poly_A, 1
poly_B, 1

