Time, A_B_binding,
0.0,0,
0.001000000000002041,231,
0.002000009999996102,276,
0.0030000099999901633,283,
0.0040000099999842244,281,
0.005000009999978286,292,
0.006000009999972347,285,
0.007000009999966408,288,
0.00800000999996047,288,
0.00900000999995453,302,
0.010000009999948592,279,
0.011000009999942653,304,
0.012000009999936714,276,
0.013000009999930775,268,
0.014000009999924836,289,
0.015000009999918898,284,
0.016000009999978013,289,
0.017000000000145545,299,
0.018000000000313078,273,
0.01900000000048061,311,
0.020000000000648145,301,
0.02100000000081568,304,
0.022000000000983212,306,
0.023000000001150746,288,
0.02400000000131828,319,
0.025000000001485813,276,
0.026000000001653346,290,
0.02700000000182088,290,
0.028000000001988413,306,
0.029000000002155947,313,
0.03000000000232348,307,
0.031000000002491014,294,
0.03200000000265855,269,
0.03300000000282608,297,
0.034000000002993615,308,
0.03500000000316115,303,
0.03600000000332868,288,
0.037000000003496215,275,
0.03800000000366375,303,
0.03900000000383128,311,
0.040000000003998816,290,
