Time, A_B_binding,
0.0,0,
0.001000000000002041,227,
0.002000009999996102,248,
0.0030000099999901633,287,
0.0040000099999842244,287,
0.005000009999978286,301,
0.006000009999972347,267,
0.007000009999966408,265,
0.00800000999996047,293,
0.00900000999995453,288,
0.010000009999948592,294,
0.011000009999942653,289,
0.012000009999936714,288,
0.013000009999930775,290,
0.014000009999924836,324,
0.015000009999918898,321,
0.016000009999978013,294,
0.017000000000145545,291,
0.018000000000313078,288,
0.01900000000048061,307,
0.020000000000648145,298,
0.02100000000081568,286,
0.022000000000983212,301,
0.023000000001150746,278,
0.02400000000131828,267,
0.025000000001485813,269,
0.026000000001653346,261,
0.02700000000182088,267,
0.028000000001988413,280,
0.029000000002155947,283,
0.03000000000232348,285,
0.031000000002491014,289,
0.03200000000265855,320,
0.03300000000282608,309,
0.034000000002993615,315,
0.03500000000316115,295,
0.03600000000332868,279,
0.037000000003496215,292,
0.03800000000366375,268,
0.03900000000383128,261,
0.040000000003998816,277,
