Time, A_B_binding,
0.0,0,
0.001000000000002041,388,
0.002000009999996102,414,
0.0030000099999901633,400,
0.0040000099999842244,404,
0.005000009999978286,440,
0.006000009999972347,433,
0.007000009999966408,455,
0.00800000999996047,410,
0.00900000999995453,430,
0.010000009999948592,415,
0.011000009999942653,430,
0.012000009999936714,423,
0.013000009999930775,409,
0.014000009999924836,418,
0.015000009999918898,430,
0.016000009999978013,411,
0.017000000000145545,404,
0.018000000000313078,422,
0.01900000000048061,441,
0.020000000000648145,419,
0.02100000000081568,432,
0.022000000000983212,409,
0.023000000001150746,427,
0.02400000000131828,406,
0.025000000001485813,418,
0.026000000001653346,410,
0.02700000000182088,419,
0.028000000001988413,429,
0.029000000002155947,435,
0.03000000000232348,434,
0.031000000002491014,425,
0.03200000000265855,413,
0.03300000000282608,418,
0.034000000002993615,407,
0.03500000000316115,435,
0.03600000000332868,418,
0.037000000003496215,438,
0.03800000000366375,442,
0.03900000000383128,452,
0.040000000003998816,438,
