Time, A_B_binding,
0.0,0,
0.001000000000002041,408,
0.002000009999996102,426,
0.0030000099999901633,417,
0.0040000099999842244,402,
0.005000009999978286,401,
0.006000009999972347,436,
0.007000009999966408,412,
0.00800000999996047,438,
0.00900000999995453,435,
0.010000009999948592,423,
0.011000009999942653,421,
0.012000009999936714,405,
0.013000009999930775,417,
0.014000009999924836,421,
0.015000009999918898,412,
0.016000009999978013,439,
0.017000000000145545,422,
0.018000000000313078,432,
0.01900000000048061,421,
0.020000000000648145,423,
0.02100000000081568,413,
0.022000000000983212,395,
0.023000000001150746,413,
0.02400000000131828,399,
0.025000000001485813,409,
0.026000000001653346,428,
0.02700000000182088,436,
0.028000000001988413,428,
0.029000000002155947,417,
0.03000000000232348,414,
0.031000000002491014,402,
0.03200000000265855,431,
0.03300000000282608,413,
0.034000000002993615,435,
0.03500000000316115,426,
0.03600000000332868,413,
0.037000000003496215,454,
0.03800000000366375,407,
0.03900000000383128,422,
0.040000000003998816,417,
