Time, A_B_binding,
0.0,0,
0.001000000000002041,1640,
0.002000009999996102,1641,
0.0030000099999901633,1642,
0.0040000099999842244,1638,
0.005000009999978286,1593,
0.006000009999972347,1622,
0.007000009999966408,1634,
0.00800000999996047,1660,
0.00900000999995453,1670,
0.010000009999948592,1647,
0.011000009999942653,1662,
0.012000009999936714,1693,
0.013000009999930775,1608,
0.014000009999924836,1604,
0.015000009999918898,1681,
0.016000009999978013,1664,
0.017000000000145545,1679,
0.018000000000313078,1646,
0.01900000000048061,1647,
0.020000000000648145,1650,
0.02100000000081568,1633,
0.022000000000983212,1619,
0.023000000001150746,1683,
0.02400000000131828,1661,
0.025000000001485813,1662,
0.026000000001653346,1650,
0.02700000000182088,1646,
0.028000000001988413,1678,
0.029000000002155947,1637,
0.03000000000232348,1649,
0.031000000002491014,1674,
0.03200000000265855,1674,
0.03300000000282608,1645,
0.034000000002993615,1651,
0.03500000000316115,1653,
0.03600000000332868,1686,
0.037000000003496215,1711,
0.03800000000366375,1655,
0.03900000000383128,1673,
0.040000000003998816,1640,
