Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
0.1,1.0,1.0,0.0
0.2,1.0222222222222221,1.04,0.08000000000000007
0.30000000000000004,1.0222222222222221,1.04,0.08000000000000007
0.4,1.0222222222222221,1.04,0.08000000000000007
0.5,1.0222222222222221,1.04,0.08000000000000007
0.6000000000000001,1.0222222222222221,1.04,0.08000000000000007
0.7,1.0222222222222221,1.04,0.08000000000000007
0.8,1.0222222222222221,1.04,0.08000000000000007
0.9000000000000001,1.0222222222222221,1.04,0.08000000000000007
1.0,1.0444444444444445,1.08,0.09797958971132721
1.1,1.0666666666666669,1.12,0.09797958971132721
1.2000000000000002,1.0666666666666669,1.12,0.09797958971132721
1.3000000000000003,1.0666666666666669,1.12,0.09797958971132721
1.4,1.0666666666666669,1.12,0.09797958971132721
1.5,1.0666666666666669,1.12,0.09797958971132721
1.6,1.0944444444444446,1.1600000000000001,0.14966629547095772
1.7000000000000002,1.0944444444444446,1.1600000000000001,0.14966629547095772
1.8000000000000003,1.0944444444444446,1.1600000000000001,0.14966629547095772
1.9,1.0944444444444446,1.1600000000000001,0.14966629547095772
2.0,1.1301587301587301,1.24,0.29393876913398126
2.1,1.1301587301587301,1.24,0.29393876913398126
2.2,1.1301587301587301,1.24,0.29393876913398126
2.3,1.1301587301587301,1.24,0.29393876913398126
2.4000000000000004,1.1301587301587301,1.24,0.29393876913398126
2.5,1.1579365079365078,1.28,0.2993325909419153
2.6000000000000005,1.1579365079365078,1.28,0.2993325909419153
2.7,1.1579365079365078,1.28,0.2993325909419153
2.8,1.1579365079365078,1.28,0.2993325909419153
2.9000000000000004,1.1579365079365078,1.28,0.2993325909419153
3.0,1.1579365079365078,1.28,0.2993325909419153
3.1000000000000005,1.1579365079365078,1.28,0.2993325909419153
3.2,1.1579365079365078,1.28,0.2993325909419153
3.3,1.1579365079365078,1.28,0.2993325909419153
3.4000000000000004,1.1579365079365078,1.28,0.2993325909419153
3.5,1.1579365079365078,1.28,0.2993325909419153
3.6000000000000005,1.1579365079365078,1.28,0.2993325909419153
3.7,1.1579365079365078,1.28,0.2993325909419153
3.8,1.1579365079365078,1.28,0.2993325909419153
3.9000000000000004,1.1857142857142857,1.32,0.2993325909419153
4.0,1.1857142857142857,1.32,0.2993325909419153
4.1000000000000005,1.1857142857142857,1.32,0.2993325909419153
4.2,1.1857142857142857,1.32,0.2993325909419153
4.3,1.1857142857142857,1.32,0.2993325909419153
4.4,1.1857142857142857,1.32,0.2993325909419153
4.500000000000001,1.1857142857142857,1.32,0.2993325909419153
4.6,1.1857142857142857,1.32,0.2993325909419153
4.7,1.1857142857142857,1.32,0.2993325909419153
4.800000000000001,1.1857142857142857,1.32,0.2993325909419153
4.8999999999999995,1.1857142857142857,1.32,0.2993325909419153
5.0,1.1857142857142857,1.32,0.2993325909419153
5.1000000000000005,1.1857142857142857,1.32,0.2993325909419153
5.200000000000001,1.1857142857142857,1.32,0.2993325909419153
5.3,1.1857142857142857,1.32,0.2993325909419153
5.4,1.1857142857142857,1.32,0.2993325909419153
5.500000000000001,1.1857142857142857,1.32,0.2993325909419153
5.6,1.1857142857142857,1.32,0.2993325909419153
5.7,1.1857142857142857,1.32,0.2993325909419153
5.800000000000001,1.1857142857142857,1.32,0.2993325909419153
5.8999999999999995,1.1857142857142857,1.32,0.2993325909419153
6.0,1.1857142857142857,1.32,0.2993325909419153
6.1000000000000005,1.1857142857142857,1.32,0.2993325909419153
6.200000000000001,1.1857142857142857,1.32,0.2993325909419153
6.3,1.1857142857142857,1.32,0.2993325909419153
6.4,1.1857142857142857,1.32,0.2993325909419153
6.500000000000001,1.1857142857142857,1.32,0.2993325909419153
6.6,1.1857142857142857,1.32,0.2993325909419153
6.7,1.1857142857142857,1.32,0.2993325909419153
6.800000000000001,1.1857142857142857,1.32,0.2993325909419153
6.9,1.1857142857142857,1.32,0.2993325909419153
7.0,1.1857142857142857,1.32,0.2993325909419153
7.1000000000000005,1.1857142857142857,1.32,0.2993325909419153
7.200000000000001,1.1857142857142857,1.32,0.2993325909419153
7.3,1.1857142857142857,1.32,0.2993325909419153
7.4,1.1857142857142857,1.32,0.2993325909419153
7.500000000000001,1.1857142857142857,1.32,0.2993325909419153
7.6,1.1857142857142857,1.32,0.2993325909419153
7.7,1.1857142857142857,1.32,0.2993325909419153
7.800000000000001,1.1857142857142857,1.32,0.2993325909419153
7.9,1.1857142857142857,1.32,0.2993325909419153
8.0,1.1857142857142857,1.32,0.2993325909419153
8.1,1.1857142857142857,1.32,0.2993325909419153
8.200000000000001,1.1857142857142857,1.32,0.2993325909419153
8.3,1.1857142857142857,1.32,0.2993325909419153
8.4,1.1857142857142857,1.32,0.2993325909419153
8.5,1.1857142857142857,1.32,0.2993325909419153
8.6,1.1857142857142857,1.32,0.2993325909419153
8.700000000000001,1.1857142857142857,1.32,0.2993325909419153
8.8,1.1857142857142857,1.32,0.2993325909419153
8.9,1.1857142857142857,1.32,0.2993325909419153
9.000000000000002,1.1857142857142857,1.32,0.2993325909419153
9.1,1.1857142857142857,1.32,0.2993325909419153
9.2,1.1857142857142857,1.32,0.2993325909419153
9.3,1.1857142857142857,1.32,0.2993325909419153
9.4,1.1857142857142857,1.32,0.2993325909419153
9.5,1.1857142857142857,1.32,0.2993325909419153
9.600000000000001,1.1857142857142857,1.32,0.2993325909419153
9.700000000000001,1.1857142857142857,1.32,0.2993325909419153
9.799999999999999,1.1857142857142857,1.32,0.2993325909419153
9.9,1.1857142857142857,1.32,0.2993325909419153
