Time, A_B_binding,
0.0,0,
0.001000000000002041,231,
0.002000009999996102,260,
0.0030000099999901633,259,
0.0040000099999842244,264,
0.005000009999978286,275,
0.006000009999972347,273,
0.007000009999966408,271,
0.00800000999996047,289,
0.00900000999995453,320,
0.010000009999948592,282,
0.011000009999942653,298,
0.012000009999936714,278,
0.013000009999930775,312,
0.014000009999924836,301,
0.015000009999918898,295,
0.016000009999978013,311,
0.017000000000145545,305,
0.018000000000313078,309,
0.01900000000048061,286,
0.020000000000648145,283,
0.02100000000081568,290,
0.022000000000983212,270,
0.023000000001150746,278,
0.02400000000131828,312,
0.025000000001485813,300,
0.026000000001653346,290,
0.02700000000182088,275,
0.028000000001988413,299,
0.029000000002155947,283,
0.03000000000232348,302,
0.031000000002491014,273,
0.03200000000265855,294,
0.03300000000282608,297,
0.034000000002993615,279,
0.03500000000316115,274,
0.03600000000332868,266,
0.037000000003496215,297,
0.03800000000366375,292,
0.03900000000383128,273,
0.040000000003998816,286,
