Time, A_B_binding,
0.0,0,
0.001000000000002041,389,
0.002000009999996102,400,
0.0030000099999901633,428,
0.0040000099999842244,392,
0.005000009999978286,418,
0.006000009999972347,416,
0.007000009999966408,437,
0.00800000999996047,415,
0.00900000999995453,416,
0.010000009999948592,420,
0.011000009999942653,421,
0.012000009999936714,424,
0.013000009999930775,410,
0.014000009999924836,430,
0.015000009999918898,432,
0.016000009999978013,415,
0.017000000000145545,412,
0.018000000000313078,415,
0.01900000000048061,398,
0.020000000000648145,436,
0.02100000000081568,436,
0.022000000000983212,419,
0.023000000001150746,432,
0.02400000000131828,415,
0.025000000001485813,448,
0.026000000001653346,422,
0.02700000000182088,414,
0.028000000001988413,450,
0.029000000002155947,408,
0.03000000000232348,428,
0.031000000002491014,424,
0.03200000000265855,407,
0.03300000000282608,410,
0.034000000002993615,407,
0.03500000000316115,422,
0.03600000000332868,412,
0.037000000003496215,409,
0.03800000000366375,446,
0.03900000000383128,401,
0.040000000003998816,408,
