,Time,FREE poly_A (mean count),FREE poly_A (stdev),FREE poly_B (mean count),FREE poly_B (stdev)
0,0.0,640.0,0.0,640.0,0.0
1,0.001000000000002,53.42,7.388071466898518,62.49,6.732748324421461
2,0.0020000099999961,47.23,5.709387007376536,46.72,6.8776158659814675
3,0.0030000099999901,46.0,6.6828137786414485,42.85,5.877712139940166
4,0.0040000099999842,44.41,5.986810503097622,40.43,4.872894417079031
5,0.0050000099999782,44.7,6.822756041366272,40.4,5.488169093604898
6,0.0060000099999723,44.54,6.129306649205929,40.24,5.838013360724694
7,0.0070000099999664,45.4,6.4436014774348065,41.94,4.916950274306218
8,0.0080000099999604,43.94,6.206158231949936,38.88,6.084866473473348
9,0.0090000099999545,44.77,6.1463078347899245,39.27,6.2351503590531
10,0.0100000099999485,43.62,6.052734919026276,39.85,6.402148077012902
11,0.0110000099999426,44.09,5.138277921638726,39.94,5.590742347846122
12,0.0120000099999367,43.26,6.167041430053797,39.12,5.819415778237538
13,0.0130000099999307,44.18,5.882822451850813,40.76,5.219425255715424
14,0.0140000099999248,44.16,6.069135028980652,40.09,6.133669374852217
15,0.0150000099999188,45.22,5.724648460822723,39.25,5.545042831214201
16,0.016000009999978,42.72,6.054882327510586,39.24,5.44080876341009
17,0.0170000000001455,44.18,6.116175275447884,40.37,5.647397630767644
18,0.018000000000313,44.85,5.57740979308496,39.79,5.430092080250573
19,0.0190000000004806,43.89,5.698938497650241,39.0,5.637375275782161
20,0.0200000000006481,44.29,5.374560447143563,38.98,5.714857828502824
21,0.0210000000008156,42.34,5.329577844445091,39.21,6.195635560618459
22,0.0220000000009832,43.94,5.751208568640157,38.86,5.548008651759658
23,0.0230000000011507,44.33,6.578837283289501,37.33,5.482800379368192
24,0.0240000000013182,44.25,6.261589255133237,39.9,5.5253959134165225
25,0.0250000000014858,44.09,5.546341136280745,39.96,5.684927440170191
26,0.0260000000016533,44.23,5.697113304121659,40.09,5.17898638731557
27,0.0270000000018208,42.98,5.143889578908163,39.38,5.799620677251228
28,0.0280000000019884,43.79,5.760720441055962,38.58,6.150089430244083
29,0.0290000000021559,43.62,5.794445616277713,39.42,5.453769338723449
30,0.0300000000023234,43.22,6.21382329970848,39.74,5.717726821036485
31,0.031000000002491,44.03,5.811118653065002,38.71,5.417185616166387
32,0.0320000000026585,43.68,5.334566524095468,39.79,6.448713049903833
33,0.033000000002826,43.06,5.925909212939392,37.7,6.099999999999999
34,0.0340000000029936,42.6,5.775811631277462,38.78,5.208800245737975
35,0.0350000000031611,43.78,5.761215149601688,39.37,6.192987970277351
36,0.0360000000033286,43.63,5.695006584719635,39.24,5.788125776104042
37,0.0370000000034962,44.08,5.700315780726538,38.4,5.304714883949938
38,0.0380000000036637,43.72,5.429696124093871,39.08,5.723076095947004
39,0.0390000000038312,43.84,5.554673707788783,40.12,5.7832170977752515
40,0.0400000000039988,43.48,6.304728384316012,38.93,5.204334731740456
