100030004,poly_A Site 4 SiteType A
100030005,poly_A Site 5 SiteType L_a
100030006,poly_A Site 6 SiteType L_a
100030007,poly_A Site 7 SiteType A
100030008,poly_A Site 8 SiteType L_a
100030009,poly_A Site 9 SiteType L_a
100030010,poly_A Site 10 SiteType A
100030011,poly_A Site 11 SiteType L_a
100030012,poly_A Site 12 SiteType L_a
100030013,poly_A Site 13 SiteType A
100030014,poly_A Site 14 SiteType L_a
100040000,poly_A Site 0 SiteType L_a
100040001,poly_A Site 1 SiteType A
100040002,poly_A Site 2 SiteType L_a
100040003,poly_A Site 3 SiteType L_a
100040004,poly_A Site 4 SiteType A
100040005,poly_A Site 5 SiteType L_a
100040006,poly_A Site 6 SiteType L_a
100040007,poly_A Site 7 SiteType A
100040008,poly_A Site 8 SiteType L_a
100040009,poly_A Site 9 SiteType L_a
100040010,poly_A Site 10 SiteType A
100040011,poly_A Site 11 SiteType L_a
100040012,poly_A Site 12 SiteType L_a
100040013,poly_A Site 13 SiteType A
100040014,poly_A Site 14 SiteType L_a
100050000,poly_A Site 0 SiteType L_a
100050001,poly_A Site 1 SiteType A
100050002,poly_A Site 2 SiteType L_a
100050003,poly_A Site 3 SiteType L_a
100050004,poly_A Site 4 SiteType A
100050005,poly_A Site 5 SiteType L_a
100050006,poly_A Site 6 SiteType L_a
100050007,poly_A Site 7 SiteType A
100050008,poly_A Site 8 SiteType L_a
100050009,poly_A Site 9 SiteType L_a
100050010,poly_A Site 10 SiteType A
100050011,poly_A Site 11 SiteType L_a
100050012,poly_A Site 12 SiteType L_a
100050013,poly_A Site 13 SiteType A
100050014,poly_A Site 14 SiteType L_a
100060000,poly_A Site 0 SiteType L_a
100060001,poly_A Site 1 SiteType A
100060002,poly_A Site 2 SiteType L_a
100060003,poly_A Site 3 SiteType L_a
100060004,poly_A Site 4 SiteType A
100060005,poly_A Site 5 SiteType L_a
100060006,poly_A Site 6 SiteType L_a
100060007,poly_A Site 7 SiteType A
100060008,poly_A Site 8 SiteType L_a
100060009,poly_A Site 9 SiteType L_a
100060010,poly_A Site 10 SiteType A
100060011,poly_A Site 11 SiteType L_a
100060012,poly_A Site 12 SiteType L_a
100060013,poly_A Site 13 SiteType A
100060014,poly_A Site 14 SiteType L_a
100070000,poly_A Site 0 SiteType L_a
100070001,poly_A Site 1 SiteType A
100070002,poly_A Site 2 SiteType L_a
100070003,poly_A Site 3 SiteType L_a
100070004,poly_A Site 4 SiteType A
100070005,poly_A Site 5 SiteType L_a
100070006,poly_A Site 6 SiteType L_a
100070007,poly_A Site 7 SiteType A
100070008,poly_A Site 8 SiteType L_a
100070009,poly_A Site 9 SiteType L_a
100070010,poly_A Site 10 SiteType A
100070011,poly_A Site 11 SiteType L_a
100070012,poly_A Site 12 SiteType L_a
100070013,poly_A Site 13 SiteType A
100070014,poly_A Site 14 SiteType L_a
100080000,poly_A Site 0 SiteType L_a
100080001,poly_A Site 1 SiteType A
100080002,poly_A Site 2 SiteType L_a
100080003,poly_A Site 3 SiteType L_a
100080004,poly_A Site 4 SiteType A
100080005,poly_A Site 5 SiteType L_a
100080006,poly_A Site 6 SiteType L_a
100080007,poly_A Site 7 SiteType A
100080008,poly_A Site 8 SiteType L_a
100080009,poly_A Site 9 SiteType L_a
100080010,poly_A Site 10 SiteType A
100080011,poly_A Site 11 SiteType L_a
100080012,poly_A Site 12 SiteType L_a
100080013,poly_A Site 13 SiteType A
100080014,poly_A Site 14 SiteType L_a
100090000,poly_A Site 0 SiteType L_a
100090001,poly_A Site 1 SiteType A
100090002,poly_A Site 2 SiteType L_a
100090003,poly_A Site 3 SiteType L_a
100090004,poly_A Site 4 SiteType A
100090005,poly_A Site 5 SiteType L_a
100090006,poly_A Site 6 SiteType L_a
100090007,poly_A Site 7 SiteType A
100090008,poly_A Site 8 SiteType L_a
100090009,poly_A Site 9 SiteType L_a
100090010,poly_A Site 10 SiteType A
100090011,poly_A Site 11 SiteType L_a
100090012,poly_A Site 12 SiteType L_a
100090013,poly_A Site 13 SiteType A
100090014,poly_A Site 14 SiteType L_a
100100000,poly_A Site 0 SiteType L_a
100100001,poly_A Site 1 SiteType A
100100002,poly_A Site 2 SiteType L_a
100100003,poly_A Site 3 SiteType L_a
100100004,poly_A Site 4 SiteType A
100100005,poly_A Site 5 SiteType L_a
100100006,poly_A Site 6 SiteType L_a
100100007,poly_A Site 7 SiteType A
100100008,poly_A Site 8 SiteType L_a
100100009,poly_A Site 9 SiteType L_a
100100010,poly_A Site 10 SiteType A
100100011,poly_A Site 11 SiteType L_a
100100012,poly_A Site 12 SiteType L_a
100100013,poly_A Site 13 SiteType A
100100014,poly_A Site 14 SiteType L_a
100110000,poly_A Site 0 SiteType L_a
100110001,poly_A Site 1 SiteType A
100110002,poly_A Site 2 SiteType L_a
100110003,poly_A Site 3 SiteType L_a
100110004,poly_A Site 4 SiteType A
100110005,poly_A Site 5 SiteType L_a
100110006,poly_A Site 6 SiteType L_a
100110007,poly_A Site 7 SiteType A
100110008,poly_A Site 8 SiteType L_a
100110009,poly_A Site 9 SiteType L_a
100110010,poly_A Site 10 SiteType A
100110011,poly_A Site 11 SiteType L_a
100110012,poly_A Site 12 SiteType L_a
100110013,poly_A Site 13 SiteType A
100110014,poly_A Site 14 SiteType L_a
100120000,poly_A Site 0 SiteType L_a
100120001,poly_A Site 1 SiteType A
100120002,poly_A Site 2 SiteType L_a
100120003,poly_A Site 3 SiteType L_a
100120004,poly_A Site 4 SiteType A
100120005,poly_A Site 5 SiteType L_a
100120006,poly_A Site 6 SiteType L_a
100120007,poly_A Site 7 SiteType A
100120008,poly_A Site 8 SiteType L_a
100120009,poly_A Site 9 SiteType L_a
100120010,poly_A Site 10 SiteType A
100120011,poly_A Site 11 SiteType L_a
100120012,poly_A Site 12 SiteType L_a
100120013,poly_A Site 13 SiteType A
100120014,poly_A Site 14 SiteType L_a
100130000,poly_A Site 0 SiteType L_a
100130001,poly_A Site 1 SiteType A
100130002,poly_A Site 2 SiteType L_a
100130003,poly_A Site 3 SiteType L_a
100130004,poly_A Site 4 SiteType A
100130005,poly_A Site 5 SiteType L_a
100130006,poly_A Site 6 SiteType L_a
100130007,poly_A Site 7 SiteType A
100130008,poly_A Site 8 SiteType L_a
100130009,poly_A Site 9 SiteType L_a
100130010,poly_A Site 10 SiteType A
100130011,poly_A Site 11 SiteType L_a
100130012,poly_A Site 12 SiteType L_a
100130013,poly_A Site 13 SiteType A
100130014,poly_A Site 14 SiteType L_a
100140000,poly_A Site 0 SiteType L_a
100140001,poly_A Site 1 SiteType A
100140002,poly_A Site 2 SiteType L_a
100140003,poly_A Site 3 SiteType L_a
100140004,poly_A Site 4 SiteType A
100140005,poly_A Site 5 SiteType L_a
100140006,poly_A Site 6 SiteType L_a
100140007,poly_A Site 7 SiteType A
100140008,poly_A Site 8 SiteType L_a
100140009,poly_A Site 9 SiteType L_a
100140010,poly_A Site 10 SiteType A
100140011,poly_A Site 11 SiteType L_a
100140012,poly_A Site 12 SiteType L_a
100140013,poly_A Site 13 SiteType A
100140014,poly_A Site 14 SiteType L_a
100150000,poly_A Site 0 SiteType L_a
100150001,poly_A Site 1 SiteType A
100150002,poly_A Site 2 SiteType L_a
100150003,poly_A Site 3 SiteType L_a
100150004,poly_A Site 4 SiteType A
100150005,poly_A Site 5 SiteType L_a
100150006,poly_A Site 6 SiteType L_a
100150007,poly_A Site 7 SiteType A
100150008,poly_A Site 8 SiteType L_a
100150009,poly_A Site 9 SiteType L_a
100150010,poly_A Site 10 SiteType A
100150011,poly_A Site 11 SiteType L_a
100150012,poly_A Site 12 SiteType L_a
100150013,poly_A Site 13 SiteType A
100150014,poly_A Site 14 SiteType L_a
100160000,poly_A Site 0 SiteType L_a
100160001,poly_A Site 1 SiteType A
100160002,poly_A Site 2 SiteType L_a
100160003,poly_A Site 3 SiteType L_a
100160004,poly_A Site 4 SiteType A
100160005,poly_A Site 5 SiteType L_a
100160006,poly_A Site 6 SiteType L_a
100160007,poly_A Site 7 SiteType A
100160008,poly_A Site 8 SiteType L_a
100160009,poly_A Site 9 SiteType L_a
100160010,poly_A Site 10 SiteType A
100160011,poly_A Site 11 SiteType L_a
100160012,poly_A Site 12 SiteType L_a
100160013,poly_A Site 13 SiteType A
100160014,poly_A Site 14 SiteType L_a
100170000,poly_A Site 0 SiteType L_a
100170001,poly_A Site 1 SiteType A
100170002,poly_A Site 2 SiteType L_a
100170003,poly_A Site 3 SiteType L_a
100170004,poly_A Site 4 SiteType A
100170005,poly_A Site 5 SiteType L_a
100170006,poly_A Site 6 SiteType L_a
100170007,poly_A Site 7 SiteType A
100170008,poly_A Site 8 SiteType L_a
100170009,poly_A Site 9 SiteType L_a
100170010,poly_A Site 10 SiteType A
100170011,poly_A Site 11 SiteType L_a
100170012,poly_A Site 12 SiteType L_a
100170013,poly_A Site 13 SiteType A
100170014,poly_A Site 14 SiteType L_a
100180000,poly_A Site 0 SiteType L_a
100180001,poly_A Site 1 SiteType A
100180002,poly_A Site 2 SiteType L_a
100180003,poly_A Site 3 SiteType L_a
100180004,poly_A Site 4 SiteType A
100180005,poly_A Site 5 SiteType L_a
100180006,poly_A Site 6 SiteType L_a
100180007,poly_A Site 7 SiteType A
100180008,poly_A Site 8 SiteType L_a
100180009,poly_A Site 9 SiteType L_a
100180010,poly_A Site 10 SiteType A
100180011,poly_A Site 11 SiteType L_a
100180012,poly_A Site 12 SiteType L_a
100180013,poly_A Site 13 SiteType A
100180014,poly_A Site 14 SiteType L_a
100190000,poly_A Site 0 SiteType L_a
100190001,poly_A Site 1 SiteType A
100190002,poly_A Site 2 SiteType L_a
100190003,poly_A Site 3 SiteType L_a
100190004,poly_A Site 4 SiteType A
100190005,poly_A Site 5 SiteType L_a
100190006,poly_A Site 6 SiteType L_a
100190007,poly_A Site 7 SiteType A
100190008,poly_A Site 8 SiteType L_a
100190009,poly_A Site 9 SiteType L_a
100190010,poly_A Site 10 SiteType A
100190011,poly_A Site 11 SiteType L_a
100190012,poly_A Site 12 SiteType L_a
100190013,poly_A Site 13 SiteType A
100190014,poly_A Site 14 SiteType L_a
100200000,poly_A Site 0 SiteType L_a
100200001,poly_A Site 1 SiteType A
100200002,poly_A Site 2 SiteType L_a
100200003,poly_A Site 3 SiteType L_a
100200004,poly_A Site 4 SiteType A
100200005,poly_A Site 5 SiteType L_a
100200006,poly_A Site 6 SiteType L_a
100200007,poly_A Site 7 SiteType A
100200008,poly_A Site 8 SiteType L_a
100200009,poly_A Site 9 SiteType L_a
100200010,poly_A Site 10 SiteType A
100200011,poly_A Site 11 SiteType L_a
100200012,poly_A Site 12 SiteType L_a
100200013,poly_A Site 13 SiteType A
100200014,poly_A Site 14 SiteType L_a
100210000,poly_A Site 0 SiteType L_a
100210001,poly_A Site 1 SiteType A
100210002,poly_A Site 2 SiteType L_a
100210003,poly_A Site 3 SiteType L_a
100210004,poly_A Site 4 SiteType A
100210005,poly_A Site 5 SiteType L_a
100210006,poly_A Site 6 SiteType L_a
100210007,poly_A Site 7 SiteType A
100210008,poly_A Site 8 SiteType L_a
100210009,poly_A Site 9 SiteType L_a
100210010,poly_A Site 10 SiteType A
100210011,poly_A Site 11 SiteType L_a
100210012,poly_A Site 12 SiteType L_a
100210013,poly_A Site 13 SiteType A
100210014,poly_A Site 14 SiteType L_a
100220000,poly_A Site 0 SiteType L_a
100220001,poly_A Site 1 SiteType A
100220002,poly_A Site 2 SiteType L_a
100220003,poly_A Site 3 SiteType L_a
100220004,poly_A Site 4 SiteType A
100220005,poly_A Site 5 SiteType L_a
100220006,poly_A Site 6 SiteType L_a
100220007,poly_A Site 7 SiteType A
100220008,poly_A Site 8 SiteType L_a
100220009,poly_A Site 9 SiteType L_a
100220010,poly_A Site 10 SiteType A
100220011,poly_A Site 11 SiteType L_a
100220012,poly_A Site 12 SiteType L_a
100220013,poly_A Site 13 SiteType A
100220014,poly_A Site 14 SiteType L_a
100230000,poly_A Site 0 SiteType L_a
100230001,poly_A Site 1 SiteType A
100230002,poly_A Site 2 SiteType L_a
100230003,poly_A Site 3 SiteType L_a
100230004,poly_A Site 4 SiteType A
100230005,poly_A Site 5 SiteType L_a
100230006,poly_A Site 6 SiteType L_a
100230007,poly_A Site 7 SiteType A
100230008,poly_A Site 8 SiteType L_a
100230009,poly_A Site 9 SiteType L_a
100230010,poly_A Site 10 SiteType A
100230011,poly_A Site 11 SiteType L_a
100230012,poly_A Site 12 SiteType L_a
100230013,poly_A Site 13 SiteType A
100230014,poly_A Site 14 SiteType L_a
100240000,poly_A Site 0 SiteType L_a
100240001,poly_A Site 1 SiteType A
100240002,poly_A Site 2 SiteType L_a
100240003,poly_A Site 3 SiteType L_a
100240004,poly_A Site 4 SiteType A
100240005,poly_A Site 5 SiteType L_a
100240006,poly_A Site 6 SiteType L_a
100240007,poly_A Site 7 SiteType A
100240008,poly_A Site 8 SiteType L_a
100240009,poly_A Site 9 SiteType L_a
100240010,poly_A Site 10 SiteType A
100240011,poly_A Site 11 SiteType L_a
100240012,poly_A Site 12 SiteType L_a
100240013,poly_A Site 13 SiteType A
100240014,poly_A Site 14 SiteType L_a
100250000,poly_A Site 0 SiteType L_a
100250001,poly_A Site 1 SiteType A
100250002,poly_A Site 2 SiteType L_a
100250003,poly_A Site 3 SiteType L_a
100250004,poly_A Site 4 SiteType A
100250005,poly_A Site 5 SiteType L_a
100250006,poly_A Site 6 SiteType L_a
100250007,poly_A Site 7 SiteType A
100250008,poly_A Site 8 SiteType L_a
100250009,poly_A Site 9 SiteType L_a
100250010,poly_A Site 10 SiteType A
100250011,poly_A Site 11 SiteType L_a
100250012,poly_A Site 12 SiteType L_a
100250013,poly_A Site 13 SiteType A
100250014,poly_A Site 14 SiteType L_a
100260000,poly_A Site 0 SiteType L_a
100260001,poly_A Site 1 SiteType A
100260002,poly_A Site 2 SiteType L_a
100260003,poly_A Site 3 SiteType L_a
100260004,poly_A Site 4 SiteType A
100260005,poly_A Site 5 SiteType L_a
100260006,poly_A Site 6 SiteType L_a
100260007,poly_A Site 7 SiteType A
100260008,poly_A Site 8 SiteType L_a
100260009,poly_A Site 9 SiteType L_a
100260010,poly_A Site 10 SiteType A
100260011,poly_A Site 11 SiteType L_a
100260012,poly_A Site 12 SiteType L_a
100260013,poly_A Site 13 SiteType A
100260014,poly_A Site 14 SiteType L_a
100270000,poly_A Site 0 SiteType L_a
100270001,poly_A Site 1 SiteType A
100270002,poly_A Site 2 SiteType L_a
100270003,poly_A Site 3 SiteType L_a
100270004,poly_A Site 4 SiteType A
100270005,poly_A Site 5 SiteType L_a
100270006,poly_A Site 6 SiteType L_a
100270007,poly_A Site 7 SiteType A
100270008,poly_A Site 8 SiteType L_a
100270009,poly_A Site 9 SiteType L_a
100270010,poly_A Site 10 SiteType A
100270011,poly_A Site 11 SiteType L_a
100270012,poly_A Site 12 SiteType L_a
100270013,poly_A Site 13 SiteType A
100270014,poly_A Site 14 SiteType L_a
100280000,poly_A Site 0 SiteType L_a
100280001,poly_A Site 1 SiteType A
100280002,poly_A Site 2 SiteType L_a
100280003,poly_A Site 3 SiteType L_a
100280004,poly_A Site 4 SiteType A
100280005,poly_A Site 5 SiteType L_a
100280006,poly_A Site 6 SiteType L_a
100280007,poly_A Site 7 SiteType A
100280008,poly_A Site 8 SiteType L_a
100280009,poly_A Site 9 SiteType L_a
100280010,poly_A Site 10 SiteType A
100280011,poly_A Site 11 SiteType L_a
100280012,poly_A Site 12 SiteType L_a
100280013,poly_A Site 13 SiteType A
100280014,poly_A Site 14 SiteType L_a
100290000,poly_A Site 0 SiteType L_a
100290001,poly_A Site 1 SiteType A
100290002,poly_A Site 2 SiteType L_a
100290003,poly_A Site 3 SiteType L_a
100290004,poly_A Site 4 SiteType A
100290005,poly_A Site 5 SiteType L_a
100290006,poly_A Site 6 SiteType L_a
100290007,poly_A Site 7 SiteType A
100290008,poly_A Site 8 SiteType L_a
100290009,poly_A Site 9 SiteType L_a
100290010,poly_A Site 10 SiteType A
100290011,poly_A Site 11 SiteType L_a
100290012,poly_A Site 12 SiteType L_a
100290013,poly_A Site 13 SiteType A
100290014,poly_A Site 14 SiteType L_a
100300000,poly_A Site 0 SiteType L_a
100300001,poly_A Site 1 SiteType A
100300002,poly_A Site 2 SiteType L_a
100300003,poly_A Site 3 SiteType L_a
100300004,poly_A Site 4 SiteType A
100300005,poly_A Site 5 SiteType L_a
100300006,poly_A Site 6 SiteType L_a
100300007,poly_A Site 7 SiteType A
100300008,poly_A Site 8 SiteType L_a
100300009,poly_A Site 9 SiteType L_a
100300010,poly_A Site 10 SiteType A
100300011,poly_A Site 11 SiteType L_a
100300012,poly_A Site 12 SiteType L_a
100300013,poly_A Site 13 SiteType A
100300014,poly_A Site 14 SiteType L_a
100310000,poly_A Site 0 SiteType L_a
100310001,poly_A Site 1 SiteType A
100310002,poly_A Site 2 SiteType L_a
100310003,poly_A Site 3 SiteType L_a
100310004,poly_A Site 4 SiteType A
100310005,poly_A Site 5 SiteType L_a
100310006,poly_A Site 6 SiteType L_a
100310007,poly_A Site 7 SiteType A
100310008,poly_A Site 8 SiteType L_a
100310009,poly_A Site 9 SiteType L_a
100310010,poly_A Site 10 SiteType A
100310011,poly_A Site 11 SiteType L_a
100310012,poly_A Site 12 SiteType L_a
100310013,poly_A Site 13 SiteType A
100310014,poly_A Site 14 SiteType L_a
100320000,poly_A Site 0 SiteType L_a
100320001,poly_A Site 1 SiteType A
100320002,poly_A Site 2 SiteType L_a
100320003,poly_A Site 3 SiteType L_a
100320004,poly_A Site 4 SiteType A
100320005,poly_A Site 5 SiteType L_a
100320006,poly_A Site 6 SiteType L_a
100320007,poly_A Site 7 SiteType A
100320008,poly_A Site 8 SiteType L_a
100320009,poly_A Site 9 SiteType L_a
100320010,poly_A Site 10 SiteType A
100320011,poly_A Site 11 SiteType L_a
100320012,poly_A Site 12 SiteType L_a
100320013,poly_A Site 13 SiteType A
100320014,poly_A Site 14 SiteType L_a
100330000,poly_A Site 0 SiteType L_a
100330001,poly_A Site 1 SiteType A
100330002,poly_A Site 2 SiteType L_a
100330003,poly_A Site 3 SiteType L_a
100330004,poly_A Site 4 SiteType A
100330005,poly_A Site 5 SiteType L_a
100330006,poly_A Site 6 SiteType L_a
100330007,poly_A Site 7 SiteType A
100330008,poly_A Site 8 SiteType L_a
100330009,poly_A Site 9 SiteType L_a
100330010,poly_A Site 10 SiteType A
100330011,poly_A Site 11 SiteType L_a
100330012,poly_A Site 12 SiteType L_a
100330013,poly_A Site 13 SiteType A
100330014,poly_A Site 14 SiteType L_a
100340000,poly_A Site 0 SiteType L_a
100340001,poly_A Site 1 SiteType A
100340002,poly_A Site 2 SiteType L_a
100340003,poly_A Site 3 SiteType L_a
100340004,poly_A Site 4 SiteType A
100340005,poly_A Site 5 SiteType L_a
100340006,poly_A Site 6 SiteType L_a
100340007,poly_A Site 7 SiteType A
100340008,poly_A Site 8 SiteType L_a
100340009,poly_A Site 9 SiteType L_a
100340010,poly_A Site 10 SiteType A
100340011,poly_A Site 11 SiteType L_a
100340012,poly_A Site 12 SiteType L_a
100340013,poly_A Site 13 SiteType A
100340014,poly_A Site 14 SiteType L_a
100350000,poly_A Site 0 SiteType L_a
100350001,poly_A Site 1 SiteType A
100350002,poly_A Site 2 SiteType L_a
100350003,poly_A Site 3 SiteType L_a
100350004,poly_A Site 4 SiteType A
100350005,poly_A Site 5 SiteType L_a
100350006,poly_A Site 6 SiteType L_a
100350007,poly_A Site 7 SiteType A
100350008,poly_A Site 8 SiteType L_a
100350009,poly_A Site 9 SiteType L_a
100350010,poly_A Site 10 SiteType A
100350011,poly_A Site 11 SiteType L_a
100350012,poly_A Site 12 SiteType L_a
100350013,poly_A Site 13 SiteType A
100350014,poly_A Site 14 SiteType L_a
100360000,poly_A Site 0 SiteType L_a
100360001,poly_A Site 1 SiteType A
100360002,poly_A Site 2 SiteType L_a
100360003,poly_A Site 3 SiteType L_a
100360004,poly_A Site 4 SiteType A
100360005,poly_A Site 5 SiteType L_a
100360006,poly_A Site 6 SiteType L_a
100360007,poly_A Site 7 SiteType A
100360008,poly_A Site 8 SiteType L_a
100360009,poly_A Site 9 SiteType L_a
100360010,poly_A Site 10 SiteType A
100360011,poly_A Site 11 SiteType L_a
100360012,poly_A Site 12 SiteType L_a
100360013,poly_A Site 13 SiteType A
100360014,poly_A Site 14 SiteType L_a
100370000,poly_A Site 0 SiteType L_a
100370001,poly_A Site 1 SiteType A
100370002,poly_A Site 2 SiteType L_a
100370003,poly_A Site 3 SiteType L_a
100370004,poly_A Site 4 SiteType A
100370005,poly_A Site 5 SiteType L_a
100370006,poly_A Site 6 SiteType L_a
100370007,poly_A Site 7 SiteType A
100370008,poly_A Site 8 SiteType L_a
100370009,poly_A Site 9 SiteType L_a
100370010,poly_A Site 10 SiteType A
100370011,poly_A Site 11 SiteType L_a
100370012,poly_A Site 12 SiteType L_a
100370013,poly_A Site 13 SiteType A
100370014,poly_A Site 14 SiteType L_a
100380000,poly_A Site 0 SiteType L_a
100380001,poly_A Site 1 SiteType A
100380002,poly_A Site 2 SiteType L_a
100380003,poly_A Site 3 SiteType L_a
100380004,poly_A Site 4 SiteType A
100380005,poly_A Site 5 SiteType L_a
100380006,poly_A Site 6 SiteType L_a
100380007,poly_A Site 7 SiteType A
100380008,poly_A Site 8 SiteType L_a
100380009,poly_A Site 9 SiteType L_a
100380010,poly_A Site 10 SiteType A
100380011,poly_A Site 11 SiteType L_a
100380012,poly_A Site 12 SiteType L_a
100380013,poly_A Site 13 SiteType A
100380014,poly_A Site 14 SiteType L_a
100390000,poly_A Site 0 SiteType L_a
100390001,poly_A Site 1 SiteType A
100390002,poly_A Site 2 SiteType L_a
100390003,poly_A Site 3 SiteType L_a
100390004,poly_A Site 4 SiteType A
100390005,poly_A Site 5 SiteType L_a
100390006,poly_A Site 6 SiteType L_a
100390007,poly_A Site 7 SiteType A
100390008,poly_A Site 8 SiteType L_a
100390009,poly_A Site 9 SiteType L_a
100390010,poly_A Site 10 SiteType A
100390011,poly_A Site 11 SiteType L_a
100390012,poly_A Site 12 SiteType L_a
100390013,poly_A Site 13 SiteType A
100390014,poly_A Site 14 SiteType L_a
100400000,poly_A Site 0 SiteType L_a
100400001,poly_A Site 1 SiteType A
100400002,poly_A Site 2 SiteType L_a
100400003,poly_A Site 3 SiteType L_a
100400004,poly_A Site 4 SiteType A
100400005,poly_A Site 5 SiteType L_a
100400006,poly_A Site 6 SiteType L_a
100400007,poly_A Site 7 SiteType A
100400008,poly_A Site 8 SiteType L_a
100400009,poly_A Site 9 SiteType L_a
100400010,poly_A Site 10 SiteType A
100400011,poly_A Site 11 SiteType L_a
100400012,poly_A Site 12 SiteType L_a
100400013,poly_A Site 13 SiteType A
100400014,poly_A Site 14 SiteType L_a
100410000,poly_A Site 0 SiteType L_a
100410001,poly_A Site 1 SiteType A
100410002,poly_A Site 2 SiteType L_a
100410003,poly_A Site 3 SiteType L_a
100410004,poly_A Site 4 SiteType A
100410005,poly_A Site 5 SiteType L_a
100410006,poly_A Site 6 SiteType L_a
100410007,poly_A Site 7 SiteType A
100410008,poly_A Site 8 SiteType L_a
100410009,poly_A Site 9 SiteType L_a
100410010,poly_A Site 10 SiteType A
100410011,poly_A Site 11 SiteType L_a
100410012,poly_A Site 12 SiteType L_a
100410013,poly_A Site 13 SiteType A
100410014,poly_A Site 14 SiteType L_a
100420000,poly_A Site 0 SiteType L_a
100420001,poly_A Site 1 SiteType A
100420002,poly_A Site 2 SiteType L_a
100420003,poly_A Site 3 SiteType L_a
100420004,poly_A Site 4 SiteType A
100420005,poly_A Site 5 SiteType L_a
100420006,poly_A Site 6 SiteType L_a
100420007,poly_A Site 7 SiteType A
100420008,poly_A Site 8 SiteType L_a
100420009,poly_A Site 9 SiteType L_a
100420010,poly_A Site 10 SiteType A
100420011,poly_A Site 11 SiteType L_a
100420012,poly_A Site 12 SiteType L_a
100420013,poly_A Site 13 SiteType A
100420014,poly_A Site 14 SiteType L_a
100430000,poly_A Site 0 SiteType L_a
100430001,poly_A Site 1 SiteType A
100430002,poly_A Site 2 SiteType L_a
100430003,poly_A Site 3 SiteType L_a
100430004,poly_A Site 4 SiteType A
100430005,poly_A Site 5 SiteType L_a
100430006,poly_A Site 6 SiteType L_a
100430007,poly_A Site 7 SiteType A
100430008,poly_A Site 8 SiteType L_a
100430009,poly_A Site 9 SiteType L_a
100430010,poly_A Site 10 SiteType A
100430011,poly_A Site 11 SiteType L_a
100430012,poly_A Site 12 SiteType L_a
100430013,poly_A Site 13 SiteType A
100430014,poly_A Site 14 SiteType L_a
100440000,poly_A Site 0 SiteType L_a
100440001,poly_A Site 1 SiteType A
100440002,poly_A Site 2 SiteType L_a
100440003,poly_A Site 3 SiteType L_a
100440004,poly_A Site 4 SiteType A
100440005,poly_A Site 5 SiteType L_a
100440006,poly_A Site 6 SiteType L_a
100440007,poly_A Site 7 SiteType A
100440008,poly_A Site 8 SiteType L_a
100440009,poly_A Site 9 SiteType L_a
100440010,poly_A Site 10 SiteType A
100440011,poly_A Site 11 SiteType L_a
100440012,poly_A Site 12 SiteType L_a
100440013,poly_A Site 13 SiteType A
100440014,poly_A Site 14 SiteType L_a
100450000,poly_A Site 0 SiteType L_a
100450001,poly_A Site 1 SiteType A
100450002,poly_A Site 2 SiteType L_a
100450003,poly_A Site 3 SiteType L_a
100450004,poly_A Site 4 SiteType A
100450005,poly_A Site 5 SiteType L_a
100450006,poly_A Site 6 SiteType L_a
100450007,poly_A Site 7 SiteType A
100450008,poly_A Site 8 SiteType L_a
100450009,poly_A Site 9 SiteType L_a
100450010,poly_A Site 10 SiteType A
100450011,poly_A Site 11 SiteType L_a
100450012,poly_A Site 12 SiteType L_a
