Time, A_B_binding,
0.0,0,
0.001000000000002041,382,
0.002000009999996102,407,
0.0030000099999901633,403,
0.0040000099999842244,418,
0.005000009999978286,414,
0.006000009999972347,429,
0.007000009999966408,416,
0.00800000999996047,411,
0.00900000999995453,424,
0.010000009999948592,424,
0.011000009999942653,413,
0.012000009999936714,423,
0.013000009999930775,404,
0.014000009999924836,419,
0.015000009999918898,408,
0.016000009999978013,413,
0.017000000000145545,418,
0.018000000000313078,421,
0.01900000000048061,394,
0.020000000000648145,448,
0.02100000000081568,424,
0.022000000000983212,408,
0.023000000001150746,400,
0.02400000000131828,422,
0.025000000001485813,415,
0.026000000001653346,393,
0.02700000000182088,421,
0.028000000001988413,410,
0.029000000002155947,402,
0.03000000000232348,410,
0.031000000002491014,416,
0.03200000000265855,428,
0.03300000000282608,418,
0.034000000002993615,414,
0.03500000000316115,416,
0.03600000000332868,427,
0.037000000003496215,411,
0.03800000000366375,402,
0.03900000000383128,412,
0.040000000003998816,442,
