,Time,FREE poly_A (mean uM),FREE poly_A (stdev uM),FREE poly_B (mean uM),FREE poly_B (stdev uM)
0,0.0,265.6483479993364,5.115907697472721e-13,265.6483479993364,5.115907697472721e-13
1,0.001000000000002,21.783164535945552,6.1823910331659455,24.655487298688357,6.762037965192818
2,0.0020000099999961,17.914660468205224,4.819425676268327,18.545575294703653,5.047182072132733
3,0.0030000099999901,16.752448945708124,5.318645272101704,16.42038851070895,4.594539422535314
4,0.0040000099999842,16.785654989208044,5.3486216462445855,16.403785488958995,4.4506009437865535
5,0.0050000099999782,17.499584924456254,4.669081455164524,15.789473684210536,4.780372976934142
6,0.0060000099999723,17.615806076705965,5.5110779013316,15.689855553710782,4.944105568430382
7,0.0070000099999664,16.686036858708306,4.08970544139253,14.85970446621286,5.146267222257634
8,0.0080000099999604,17.084509380707303,4.921304810870891,15.092146770712281,4.684847907047692
9,0.0090000099999545,17.316951685206714,4.62658625557865,14.643865183463397,4.426379299435906
10,0.0100000099999485,17.26714261995684,5.546502768882638,15.291383031711778,4.876287984884978
11,0.0110000099999426,17.16752448945708,4.584478846528711,15.457413249211363,4.211378640181965
12,0.0120000099999367,16.237755271459413,4.956384375515743,15.490619292711278,5.1284527747603255
13,0.0130000099999307,16.23775527145941,4.333229641045476,15.523825336211198,4.222360941733194
14,0.0140000099999248,17.399966793956512,4.389482260087602,15.73966461896066,4.6812277974296315
15,0.0150000099999188,16.98489125020755,5.073330344777334,15.640046488460912,4.4001453412633795
16,0.016000009999978,17.217333554706965,4.752381150325796,15.241573966461907,5.032550903075917
17,0.0170000000001455,17.101112402457264,5.372302735302485,14.112568487464726,4.507345827826075
18,0.018000000000313,15.822679727710451,4.300503142950222,15.224970944711945,4.121129537807149
19,0.0190000000004806,16.75244894570812,4.783831627299369,15.1253528142122,4.404622396029842
20,0.0200000000006481,16.18794620620953,4.882389491128214,14.743483313963152,4.195541217887985
21,0.0210000000008156,17.018097293707456,4.8823894911282135,14.378216835464057,4.425382759928832
22,0.0220000000009832,17.067906358957345,5.052777180636421,15.85588577121037,4.494330959202778
23,0.0230000000011507,16.852067076207877,4.876740210102777,14.378216835464057,4.818996674008604
24,0.0240000000013182,17.748630250705638,5.088738139792311,14.926116553212694,4.307164337637989
25,0.0250000000014858,16.27096131495933,4.636971623366742,14.59405611821352,4.122734573470087
26,0.0260000000016533,16.652830815208375,4.675188052209857,15.025734683712441,4.6688157697622
27,0.0270000000018208,16.154740162709622,4.564200575276211,15.291383031711781,4.469236169701171
28,0.0280000000019884,15.341192096961661,4.026840364882831,15.175161879462069,4.380303835911925
29,0.0290000000021559,16.204549227959493,5.3394657126991305,15.656649510210864,4.602691833625795
30,0.0300000000023234,16.221152249709455,4.270915566689832,14.378216835464057,4.095397073951859
31,0.031000000002491,16.22115224970945,4.588295452162534,14.345010791964146,4.6459989858589275
32,0.0320000000026585,16.802258010958,4.870546731558379,15.606840444960993,4.947589050556647
33,0.033000000002826,16.055122032209866,4.5593663198250445,14.162377552714611,4.130483453559746
34,0.0340000000029936,16.802258010958,5.037478282997513,14.17898057446456,4.63352233592175
35,0.0350000000031611,17.001494271957505,4.726002822422632,15.10874979246223,4.651809970487102
36,0.0360000000033286,16.686036858708295,4.639200401012077,15.540428357961156,3.8260509967349376
37,0.0370000000034962,17.267142619956843,5.506599353072223,14.660468205213352,4.919960299189613
38,0.0380000000036637,16.22115224970946,4.391836635903708,15.042337705462408,4.95771900915689
39,0.0390000000038312,16.254358293209364,5.518076161787712,14.760086335713105,4.503644247888853
40,0.0400000000039988,16.83546405445792,5.122886508052111,15.29138303171178,4.419617111311549
