Time, A_B_binding,
0.0,0,
0.001000000000002041,383,
0.002000009999996102,413,
0.0030000099999901633,427,
0.0040000099999842244,418,
0.005000009999978286,412,
0.006000009999972347,412,
0.007000009999966408,445,
0.00800000999996047,434,
0.00900000999995453,422,
0.010000009999948592,423,
0.011000009999942653,417,
0.012000009999936714,430,
0.013000009999930775,405,
0.014000009999924836,414,
0.015000009999918898,422,
0.016000009999978013,397,
0.017000000000145545,401,
0.018000000000313078,420,
0.01900000000048061,434,
0.020000000000648145,436,
0.02100000000081568,423,
0.022000000000983212,408,
0.023000000001150746,415,
0.02400000000131828,423,
0.025000000001485813,423,
0.026000000001653346,433,
0.02700000000182088,431,
0.028000000001988413,421,
0.029000000002155947,403,
0.03000000000232348,424,
0.031000000002491014,421,
0.03200000000265855,417,
0.03300000000282608,428,
0.034000000002993615,439,
0.03500000000316115,410,
0.03600000000332868,423,
0.037000000003496215,417,
0.03800000000366375,406,
0.03900000000383128,416,
0.040000000003998816,437,
