Time, A_B_binding,
0.0,0,
0.001000000000002041,230,
0.002000009999996102,262,
0.0030000099999901633,278,
0.0040000099999842244,289,
0.005000009999978286,267,
0.006000009999972347,279,
0.007000009999966408,275,
0.00800000999996047,267,
0.00900000999995453,284,
0.010000009999948592,296,
0.011000009999942653,291,
0.012000009999936714,273,
0.013000009999930775,293,
0.014000009999924836,300,
0.015000009999918898,294,
0.016000009999978013,320,
0.017000000000145545,284,
0.018000000000313078,287,
0.01900000000048061,302,
0.020000000000648145,276,
0.02100000000081568,288,
0.022000000000983212,285,
0.023000000001150746,300,
0.02400000000131828,288,
0.025000000001485813,294,
0.026000000001653346,307,
0.02700000000182088,295,
0.028000000001988413,275,
0.029000000002155947,276,
0.03000000000232348,273,
0.031000000002491014,271,
0.03200000000265855,282,
0.03300000000282608,278,
0.034000000002993615,276,
0.03500000000316115,298,
0.03600000000332868,307,
0.037000000003496215,297,
0.03800000000366375,292,
0.03900000000383128,272,
0.040000000003998816,300,
