Time, A_B_binding,
0.0,0,
0.001000000000002041,1592,
0.002000009999996102,1651,
0.0030000099999901633,1622,
0.0040000099999842244,1667,
0.005000009999978286,1628,
0.006000009999972347,1688,
0.007000009999966408,1625,
0.00800000999996047,1661,
0.00900000999995453,1688,
0.010000009999948592,1637,
0.011000009999942653,1680,
0.012000009999936714,1689,
0.013000009999930775,1644,
0.014000009999924836,1624,
0.015000009999918898,1650,
0.016000009999978013,1646,
0.017000000000145545,1639,
0.018000000000313078,1682,
0.01900000000048061,1647,
0.020000000000648145,1636,
0.02100000000081568,1633,
0.022000000000983212,1613,
0.023000000001150746,1643,
0.02400000000131828,1709,
0.025000000001485813,1646,
0.026000000001653346,1612,
0.02700000000182088,1695,
0.028000000001988413,1678,
0.029000000002155947,1681,
0.03000000000232348,1674,
0.031000000002491014,1666,
0.03200000000265855,1656,
0.03300000000282608,1670,
0.034000000002993615,1635,
0.03500000000316115,1632,
0.03600000000332868,1606,
0.037000000003496215,1665,
0.03800000000366375,1675,
0.03900000000383128,1618,
0.040000000003998816,1669,
