Total clusters, 259

Cluster Index, 0
Size, 51
poly_A, 24
poly_B, 27

Cluster Index, 1
Size, 8
poly_A, 4
poly_B, 4

Cluster Index, 2
Size, 13
poly_A, 6
poly_B, 7

Cluster Index, 3
Size, 133
poly_A, 67
poly_B, 66

Cluster Index, 4
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 5
Size, 11
poly_A, 5
poly_B, 6

Cluster Index, 7
Size, 124
poly_A, 64
poly_B, 60

Cluster Index, 10
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 11
Size, 7
poly_A, 4
poly_B, 3

Cluster Index, 12
Size, 50
poly_A, 27
poly_B, 23

Cluster Index, 13
Size, 34
poly_A, 16
poly_B, 18

Cluster Index, 15
Size, 3
poly_A, 2
poly_B, 1

Cluster Index, 16
Size, 6
poly_A, 4
poly_B, 2

Cluster Index, 17
Size, 8
poly_A, 4
poly_B, 4

Cluster Index, 18
Size, 17
poly_A, 9
poly_B, 8

Cluster Index, 19
Size, 17
poly_A, 7
poly_B, 10

Cluster Index, 20
Size, 25
poly_A, 12
poly_B, 13

Cluster Index, 21
Size, 8
poly_A, 4
poly_B, 4

Cluster Index, 22
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 23
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 24
Size, 22
poly_A, 11
poly_B, 11

Cluster Index, 25
Size, 9
poly_A, 4
poly_B, 5

Cluster Index, 26
Size, 5
poly_A, 3
poly_B, 2

Cluster Index, 27
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 29
Size, 10
poly_A, 6
poly_B, 4

Cluster Index, 30
Size, 9
poly_A, 5
poly_B, 4

Cluster Index, 31
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 32
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 33
Size, 7
poly_A, 4
poly_B, 3

Cluster Index, 34
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 35
Size, 24
poly_A, 13
poly_B, 11

Cluster Index, 37
Size, 8
poly_A, 4
poly_B, 4

Cluster Index, 38
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 39
Size, 8
poly_A, 4
poly_B, 4

Cluster Index, 40
Size, 33
poly_A, 16
poly_B, 17

Cluster Index, 41
Size, 5
poly_A, 3
poly_B, 2

Cluster Index, 42
Size, 13
poly_A, 6
poly_B, 7

Cluster Index, 44
Size, 5
poly_A, 2
poly_B, 3

Cluster Index, 46
Size, 4
poly_A, 1
poly_B, 3

Cluster Index, 48
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 49
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 50
Size, 4
poly_A, 2
poly_B, 2

Cluster Index, 51
Size, 3
poly_A, 2
poly_B, 1

