Time, TOTAL poly_A,FREE poly_A,BOUND poly_A,TOTAL poly_B,FREE poly_B,BOUND poly_B,
0.0,640,640,0,640,640,0,
0.001000000000002041,640,55,585,640,67,573,
0.002000009999996102,640,56,584,640,50,590,
0.0030000099999901633,640,40,600,640,43,597,
0.0040000099999842244,640,54,586,640,44,596,
0.005000009999978286,640,50,590,640,52,588,
0.006000009999972347,640,53,587,640,41,599,
0.007000009999966408,640,59,581,640,45,595,
0.00800000999996047,640,46,594,640,28,612,
0.00900000999995453,640,38,602,640,33,607,
0.010000009999948592,640,37,603,640,43,597,
0.011000009999942653,640,46,594,640,38,602,
0.012000009999936714,640,45,595,640,37,603,
0.013000009999930775,640,39,601,640,46,594,
0.014000009999924836,640,46,594,640,35,605,
0.015000009999918898,640,57,583,640,39,601,
0.016000009999978013,640,44,596,640,41,599,
0.017000000000145545,640,37,603,640,30,610,
0.018000000000313078,640,40,600,640,43,597,
0.01900000000048061,640,47,593,640,29,611,
0.020000000000648145,640,44,596,640,32,608,
0.02100000000081568,640,36,604,640,31,609,
0.022000000000983212,640,45,595,640,30,610,
0.023000000001150746,640,50,590,640,33,607,
0.02400000000131828,640,50,590,640,32,608,
0.025000000001485813,640,44,596,640,50,590,
0.026000000001653346,640,51,589,640,41,599,
0.02700000000182088,640,37,603,640,37,603,
0.028000000001988413,640,39,601,640,34,606,
0.029000000002155947,640,50,590,640,44,596,
0.03000000000232348,640,52,588,640,37,603,
0.031000000002491014,640,41,599,640,41,599,
0.03200000000265855,640,47,593,640,48,592,
0.03300000000282608,640,38,602,640,40,600,
0.034000000002993615,640,41,599,640,41,599,
0.03500000000316115,640,39,601,640,44,596,
0.03600000000332868,640,51,589,640,31,609,
0.037000000003496215,640,52,588,640,43,597,
0.03800000000366375,640,46,594,640,38,602,
0.03900000000383128,640,45,595,640,43,597,
0.040000000003998816,640,49,591,640,39,601,
