Time, A_B_binding,
0.0,0,
0.001000000000002041,1585,
0.002000009999996102,1630,
0.0030000099999901633,1647,
0.0040000099999842244,1626,
0.005000009999978286,1644,
0.006000009999972347,1654,
0.007000009999966408,1627,
0.00800000999996047,1627,
0.00900000999995453,1622,
0.010000009999948592,1632,
0.011000009999942653,1654,
0.012000009999936714,1631,
0.013000009999930775,1648,
0.014000009999924836,1661,
0.015000009999918898,1635,
0.016000009999978013,1689,
0.017000000000145545,1670,
0.018000000000313078,1663,
0.01900000000048061,1686,
0.020000000000648145,1666,
0.02100000000081568,1682,
0.022000000000983212,1666,
0.023000000001150746,1709,
0.02400000000131828,1667,
0.025000000001485813,1653,
0.026000000001653346,1663,
0.02700000000182088,1671,
0.028000000001988413,1671,
0.029000000002155947,1677,
0.03000000000232348,1651,
0.031000000002491014,1619,
0.03200000000265855,1673,
0.03300000000282608,1637,
0.034000000002993615,1624,
0.03500000000316115,1673,
0.03600000000332868,1647,
0.037000000003496215,1672,
0.03800000000366375,1639,
0.03900000000383128,1632,
0.040000000003998816,1621,
