Time, A_B_binding,
0.0,0,
0.001000000000002041,216,
0.002000009999996102,250,
0.0030000099999901633,248,
0.0040000099999842244,267,
0.005000009999978286,266,
0.006000009999972347,278,
0.007000009999966408,274,
0.00800000999996047,302,
0.00900000999995453,305,
0.010000009999948592,318,
0.011000009999942653,307,
0.012000009999936714,318,
0.013000009999930775,290,
0.014000009999924836,279,
0.015000009999918898,283,
0.016000009999978013,277,
0.017000000000145545,275,
0.018000000000313078,287,
0.01900000000048061,262,
0.020000000000648145,278,
0.02100000000081568,258,
0.022000000000983212,299,
0.023000000001150746,299,
0.02400000000131828,299,
0.025000000001485813,282,
0.026000000001653346,285,
0.02700000000182088,303,
0.028000000001988413,305,
0.029000000002155947,293,
0.03000000000232348,300,
0.031000000002491014,303,
0.03200000000265855,312,
0.03300000000282608,279,
0.034000000002993615,286,
0.03500000000316115,290,
0.03600000000332868,303,
0.037000000003496215,272,
0.03800000000366375,272,
0.03900000000383128,300,
0.040000000003998816,288,
