0,2.9434966666666664
1,2.903989722222222
2,2.182554166666667
3,2.1986341666666664
4,2.127634722222222
5,2.1560247222222224
6,2.2936980555555557
7,2.3382394444444445
8,2.2229444444444444
9,2.281126944444445
10,2.368445
11,2.3016366666666666
12,2.8400083333333335
13,2.8320658333333335
14,2.7732716666666666
15,2.808981944444444
16,2.814443611111111
17,2.786839722222222
18,2.888883888888889
19,1.9517911111111113
20,2.001090555555556
21,2.057072222222222
22,1.9682783333333334
23,1.9760413888888888
24,1.983721388888889
