Time, A_B_binding,
0.0,0,
0.001000000000002041,423,
0.002000009999996102,428,
0.0030000099999901633,444,
0.0040000099999842244,439,
0.005000009999978286,412,
0.006000009999972347,418,
0.007000009999966408,423,
0.00800000999996047,414,
0.00900000999995453,425,
0.010000009999948592,411,
0.011000009999942653,422,
0.012000009999936714,394,
0.013000009999930775,407,
0.014000009999924836,431,
0.015000009999918898,427,
0.016000009999978013,424,
0.017000000000145545,418,
0.018000000000313078,421,
0.01900000000048061,424,
0.020000000000648145,450,
0.02100000000081568,415,
0.022000000000983212,417,
0.023000000001150746,417,
0.02400000000131828,425,
0.025000000001485813,410,
0.026000000001653346,427,
0.02700000000182088,445,
0.028000000001988413,423,
0.029000000002155947,407,
0.03000000000232348,431,
0.031000000002491014,436,
0.03200000000265855,424,
0.03300000000282608,412,
0.034000000002993615,414,
0.03500000000316115,434,
0.03600000000332868,423,
0.037000000003496215,422,
0.03800000000366375,413,
0.03900000000383128,408,
0.040000000003998816,414,
