0,132.5380213888889
1,129.28150222222223
2,129.91372555555557
3,128.58512888888887
4,126.87992027777777
5,123.94846638888889
6,131.0482452777778
7,129.24346277777778
8,133.3707811111111
9,134.71387361111113
10,103.29096194444445
11,89.36949833333334
12,100.64309861111111
13,135.76714555555554
14,147.10453555555554
15,144.18135638888887
16,144.997235
17,148.13902944444445
18,145.9243686111111
19,144.59913833333334
20,145.42502861111112
21,96.84210277777778
22,95.97600083333333
23,105.19529138888889
24,105.19375
25,130.1354111111111
26,136.28400583333334
27,131.07254416666666
28,128.993495
29,117.3254763888889
30,130.43913750000002
31,51.40854638888889
32,49.30169305555555
33,80.85593666666666
34,87.28766777777777
35,119.78574916666666
36,57.292633055555555
37,50.951789166666664
38,141.87468194444443
39,63.16064027777777
40,46.234769722222225
41,148.23662805555557
42,156.99682388888888
43,155.4357711111111
44,163.85041611111112
45,152.94486638888887
48,164.37998083333332
49,162.75628416666666
50,163.05024916666667
52,159.09550083333332
53,109.58602027777778
54,106.23463111111111
56,109.81052972222223
57,80.65568583333332
59,94.43943722222222
60,106.15044555555555
61,104.44975861111111
62,112.04539527777779
63,145.39381722222222
64,149.00308194444443
65,109.3307161111111
66,103.53122777777777
67,150.63959111111112
68,147.85497138888888
69,105.01852611111111
70,86.58875527777776
71,95.92389222222222
72,102.2756488888889
73,51.45626305555555
74,47.16706
75,75.38337916666666
76,63.53651027777778
77,70.14623916666667
78,48.71713027777778
79,66.635575
80,78.94601666666667
81,115.44560888888888
82,57.304009444444446
83,94.10045555555556
84,55.73396083333333
85,52.7001275
86,109.25778222222222
87,94.33646805555554
88,53.26864944444445
89,76.16151277777777
90,75.79589944444444
91,100.10203555555555
92,108.49644416666668
93,75.07091722222223
94,109.65375083333333
95,123.2827886111111
96,118.79660416666667
97,120.65745722222223
98,117.23121888888888
99,65.65495083333333
